,period,uidlevel2,uidlevel3,namelevel2,namelevel3,fac_rupture
709,201707,iu4Zj3Zq39m,N3EOJsjCXzW,nu Nord Ubangi Province,nu Karawa Zone de Santé,1.0
710,201707,mnOXJ2Oa5U7,Al5GBxzCgMe,tp Tshopo Province,tp Kabondo Zone de Santé,11.0
711,201707,mnOXJ2Oa5U7,D4KWg03yZrX,tp Tshopo Province,tp Yabaondo Zone de Santé,0.0
712,201707,mnOXJ2Oa5U7,I9d1F9TGn33,tp Tshopo Province,tp Lubunga Zone de Santé,0.0
713,201707,mnOXJ2Oa5U7,IMkgSD6FVjc,tp Tshopo Province,tp Tshopo Zone de Santé,3.0
714,201707,mnOXJ2Oa5U7,IQjyCunMvUt,tp Tshopo Province,tp Yakusu Zone de Santé,0.0
715,201707,mnOXJ2Oa5U7,ThkZT6koPKj,tp Tshopo Province,tp Ubundu Zone de Santé,3.0
716,201707,mnOXJ2Oa5U7,WxBLTUjeyfB,tp Tshopo Province,tp Banalia Zone de Santé,2.0
717,201707,mnOXJ2Oa5U7,ZHIrX4z487c,tp Tshopo Province,tp Makiso Kisangani Zone de Santé,4.0
718,201707,mnOXJ2Oa5U7,dtBcztLoZpn,tp Tshopo Province,tp Isangi Zone de Santé,1.0
719,201707,mnOXJ2Oa5U7,dxiEfVDsieA,tp Tshopo Province,tp Bengamisa Zone de Santé,3.0
720,201707,mnOXJ2Oa5U7,pLBZiohnxFC,tp Tshopo Province,tp Bafwasende Zone de Santé,1.0
721,201707,mnOXJ2Oa5U7,wOWB7WbNuSN,tp Tshopo Province,tp Mangobo Zone de Santé,2.0
722,201707,mnOXJ2Oa5U7,yS5rrhCjubi,tp Tshopo Province,tp Basali Zone de Santé,0.0
723,201707,rWrCdr321Qu,rLPkZegjzaS,bu Bas Uele Province,bu Ango Zone de Santé,9.0
724,201707,u0vP3ZicczY,MiaMAqYujLY,md Maindombe Province,md Bolobo Zone de Santé,1.0
725,201707,u0vP3ZicczY,NyvJf4zd0Sj,md Maindombe Province,md Pendjwa Zone de Santé,1.0
726,201707,u0vP3ZicczY,j89PZlq83OT,md Maindombe Province,md Nioki Zone de Santé,10.0
727,201707,uyuwe6bqphf,BsSB1PA58Qp,mn Maniema Province,mn Obokote Zone de Santé,0.0
728,201707,uyuwe6bqphf,HtQZ7yf79SN,mn Maniema Province,mn Lubutu Zone de Santé,5.0
729,201707,wy1lwIP18SL,EGoMVOvVUAp,hu Haut Uele Province,hu Rungu Zone de Santé,5.0
730,201707,wy1lwIP18SL,ZxQY9szHMx5,hu Haut Uele Province,hu Pawa Zone de Santé,0.0
731,201707,wy1lwIP18SL,mS2mByLHkzL,hu Haut Uele Province,hu Watsa Zone de Santé,2.0
732,201707,ybgmW3kIGuq,aUOLee25Tko,sn Sankuru Province,sn Kole Zone de Santé,0.0
733,201707,ym2K6YcSNl9,Uyz1XxXNBKB,tu Tshuapa Province,tu Boende Zone de Santé,1.0
734,201708,BmKjwqc6BEw,IgSLfQbGSnF,kl Kwilu Province,kl Djuma Zone de Santé,0.0
735,201708,BmKjwqc6BEw,Y8Hlj8DpZHc,kl Kwilu Province,kl Kikwit Sud Zone de Santé,0.0
736,201708,BmKjwqc6BEw,e6Wpbl5nqcD,kl Kwilu Province,kl Bulungu Zone de Santé,6.0
737,201708,F9w3VW1cQmb,BdGu22qs6aS,hk Haut Katanga Province,hk Tshamilemba Zone de Santé,0.0
738,201708,F9w3VW1cQmb,CSwaGvyMS6Z,hk Haut Katanga Province,hk Sakania Zone de Santé,5.0
739,201708,F9w3VW1cQmb,EofZhh5yYMG,hk Haut Katanga Province,hk Panda Zone de Santé,3.0
740,201708,F9w3VW1cQmb,GpdRlogsSiE,hk Haut Katanga Province,hk Kafubu Zone de Santé,1.0
741,201708,F9w3VW1cQmb,H8vCqAKUlyX,hk Haut Katanga Province,hk Lubumbashi Zone de Santé,3.0
742,201708,F9w3VW1cQmb,IOin37HS2Wz,hk Haut Katanga Province,hk Kenya Zone de Santé,0.0
743,201708,F9w3VW1cQmb,NR5cDy2jhiJ,hk Haut Katanga Province,hk Kambove Zone de Santé,5.0
744,201708,F9w3VW1cQmb,OcTqzK4K1RV,hk Haut Katanga Province,hk Kashobwe Zone de Santé,2.0
745,201708,F9w3VW1cQmb,Q22qlkhPQDO,hk Haut Katanga Province,hk Kikula Zone de Santé,1.0
746,201708,F9w3VW1cQmb,QA2FRWLQqWE,hk Haut Katanga Province,hk Kisanga Zone de Santé,1.0
747,201708,F9w3VW1cQmb,QteKQ66ixqO,hk Haut Katanga Province,hk Mumbunda Zone de Santé,0.0
748,201708,F9w3VW1cQmb,Vue5tcMpaGh,hk Haut Katanga Province,hk Kasenga Zone de Santé,4.0
749,201708,F9w3VW1cQmb,YFSLTwHFlOk,hk Haut Katanga Province,hk Ruashi Zone de Santé,0.0
750,201708,F9w3VW1cQmb,ZMH0kkBQFs9,hk Haut Katanga Province,hk Kipushi Zone de Santé,8.0
751,201708,F9w3VW1cQmb,bAFJ18IAf2S,hk Haut Katanga Province,hk Kapolowe Zone de Santé,2.0
752,201708,F9w3VW1cQmb,fQLRnttyYlx,hk Haut Katanga Province,hk Likasi Zone de Santé,1.0
753,201708,F9w3VW1cQmb,fdlN13eHB5u,hk Haut Katanga Province,hk Pweto Zone de Santé,10.0
754,201708,F9w3VW1cQmb,iHmCGdXARXG,hk Haut Katanga Province,hk Kilwa Zone de Santé,2.0
755,201708,F9w3VW1cQmb,nhdQUgOeBQU,hk Haut Katanga Province,hk Katuba Zone de Santé,0.0
756,201708,F9w3VW1cQmb,qzQdkny6PZ4,hk Haut Katanga Province,hk Mufunga Sampwe Zone de Santé,3.0
757,201708,F9w3VW1cQmb,rYWmyhhl1LP,hk Haut Katanga Province,hk Mitwaba Zone de Santé,2.0
758,201708,F9w3VW1cQmb,sAsXOxkBdrE,hk Haut Katanga Province,hk Kowe Zone de Santé,0.0
759,201708,F9w3VW1cQmb,uIuYpiQm6m8,hk Haut Katanga Province,hk Vangu Zone de Santé,0.0
760,201708,F9w3VW1cQmb,uocpzPZHiEo,hk Haut Katanga Province,hk Kamalondo Zone de Santé,0.0
761,201708,F9w3VW1cQmb,zMfBT8xVQeH,hk Haut Katanga Province,hk Kampemba Zone de Santé,1.0
762,201708,GnLX8MNgxZw,Bxi65HPz420,sk Sud Kivu Province,sk Idjwi Zone de Santé,10.0
763,201708,GnLX8MNgxZw,JzBIOZSJfmJ,sk Sud Kivu Province,sk Mubumbano Zone de Santé,1.0
764,201708,GnLX8MNgxZw,MOESL4KbKoV,sk Sud Kivu Province,sk Shabunda Zone de Santé,1.0
765,201708,GnLX8MNgxZw,XFUHGajCqjY,sk Sud Kivu Province,sk Lemera Zone de Santé,0.0
766,201708,GnLX8MNgxZw,aOghManYK5E,sk Sud Kivu Province,sk Bagira Zone de Santé,4.0
767,201708,GnLX8MNgxZw,cXkCT53xxfk,sk Sud Kivu Province,sk Miti Murhesa Zone de Santé,4.0
768,201708,GnLX8MNgxZw,nfYQfVxJRyJ,sk Sud Kivu Province,sk Mwana Zone de Santé,1.0
769,201708,GnLX8MNgxZw,roraCGWMUQ0,sk Sud Kivu Province,sk Fizi Zone de Santé,1.0
770,201708,GnLX8MNgxZw,rv3KA7DrJCO,sk Sud Kivu Province,sk Kamituga Zone de Santé,3.0
771,201708,GnLX8MNgxZw,sai4xbqW0CL,sk Sud Kivu Province,sk Nyangezi Zone de Santé,3.0
772,201708,I8CuQpdBQfP,FwiMpLozKls,kr Kasai Central Province,kr Bilomba Zone de Santé,0.0
773,201708,I8CuQpdBQfP,HYPBUncgldT,kr Kasai Central Province,kr Bena Leka Zone de Santé,1.0
774,201708,I8CuQpdBQfP,ZIEdn6Pptv7,kr Kasai Central Province,kr Lubondaie Zone de Santé,2.0
775,201708,I8CuQpdBQfP,csMZZqDFCvW,kr Kasai Central Province,kr Mikalayi Zone de Santé,0.0
776,201708,I8CuQpdBQfP,dwBRSfVBpk6,kr Kasai Central Province,kr Katoka Zone de Santé,2.0
777,201708,I8CuQpdBQfP,hi9gSpIVzai,kr Kasai Central Province,kr Masuika Zone de Santé,2.0
778,201708,I8CuQpdBQfP,k3UBz1nclY7,kr Kasai Central Province,kr Tshikula Zone de Santé,2.0
779,201708,I8CuQpdBQfP,wq3tWiKJkNr,kr Kasai Central Province,kr Ndesha Zone de Santé,4.0
780,201708,JkIljbLc4Ny,ArdlF8PnpYL,su Sud Ubangi Province,su Libenge Zone de Santé,10.0
781,201708,JkIljbLc4Ny,F2sZHvPlln6,su Sud Ubangi Province,su Gemena Zone de Santé,0.0
782,201708,JkIljbLc4Ny,QNFYEQrW7Dy,su Sud Ubangi Province,su Zongo Zone de Santé,4.0
783,201708,JkIljbLc4Ny,izt3XGlBrmK,su Sud Ubangi Province,su Bokonzi Zone de Santé,1.0
784,201708,PvtAI4RUMkr,Qx104OFTrS6,kg Kwango Province,kg Kenge Zone de Santé,0.0
785,201708,PvtAI4RUMkr,ni4XTmpzmVX,kg Kwango Province,kg Kisanji Zone de Santé,8.0
786,201708,PvtAI4RUMkr,vyNZCFIed9O,kg Kwango Province,kg Feshi Zone de Santé,0.0
787,201708,PvtAI4RUMkr,xUfv1fcnAmb,kg Kwango Province,kg Wamba Lwadi Zone de Santé,0.0
788,201708,Q4cbnIAo10f,CLboGR4F3lj,it Ituri Province,it Adja Zone de Santé,1.0
789,201708,Q4cbnIAo10f,OIhgsXcZf6x,it Ituri Province,it Drodro Zone de Santé,9.0
790,201708,Q4cbnIAo10f,RjHZChl5gJQ,it Ituri Province,it Mambasa Zone de Santé,1.0
791,201708,Q4cbnIAo10f,mGTaa8TFifO,it Ituri Province,it Nyankunde Zone de Santé,0.0
792,201708,Q4cbnIAo10f,nv8tx681Gjd,it Ituri Province,it Mongbwalu Zone de Santé,2.0
793,201708,Q4cbnIAo10f,qqGoQGSp1Dw,it Ituri Province,it Logo Zone de Santé,0.0
794,201708,Q4cbnIAo10f,xGWcGHazqtw,it Ituri Province,it Lita Zone de Santé,1.0
795,201708,TwSa8zUu09Q,Ab6jrKWO5EZ,kn Kinshasa Province,kn Kokolo Zone de Santé,0.0
796,201708,TwSa8zUu09Q,BjbUZ5acV7t,kn Kinshasa Province,kn Bandalungwa Zone de Santé,1.0
797,201708,TwSa8zUu09Q,D1jF9OzETge,kn Kinshasa Province,kn Kalamu 1 Zone de Santé,1.0
798,201708,TwSa8zUu09Q,F0zQH8NbaIx,kn Kinshasa Province,kn Masina 1 Zone de Santé,0.0
799,201708,TwSa8zUu09Q,JhJFxKnFvmJ,kn Kinshasa Province,kn Limete Zone de Santé,1.0
800,201708,TwSa8zUu09Q,LSvg2jR0rEQ,kn Kinshasa Province,kn Ngiri Ngiri Zone de Santé,0.0
801,201708,TwSa8zUu09Q,NwNyAitXVsr,kn Kinshasa Province,kn Kingabwa Zone de Santé,2.0
802,201708,TwSa8zUu09Q,QzpHCAKe31e,kn Kinshasa Province,kn Biyela Zone de Santé,0.0
803,201708,TwSa8zUu09Q,ShcGSNMpF7z,kn Kinshasa Province,kn Binza Meteo Zone de Santé,0.0
804,201708,TwSa8zUu09Q,SqWL31RNyKx,kn Kinshasa Province,kn Makala Zone de Santé,1.0
805,201708,TwSa8zUu09Q,TuzDrpZ9zzl,kn Kinshasa Province,kn Kasa Vubu Zone de Santé,1.0
806,201708,TwSa8zUu09Q,UrJlHRGZGGJ,kn Kinshasa Province,kn Matete Zone de Santé,0.0
807,201708,TwSa8zUu09Q,Vv9L3W7VMrX,kn Kinshasa Province,kn Kisenso Zone de Santé,0.0
808,201708,TwSa8zUu09Q,Z3DMBdrM8Df,kn Kinshasa Province,kn Kalamu 2 Zone de Santé,0.0
809,201708,TwSa8zUu09Q,ZTt8HbFGrY4,kn Kinshasa Province,kn Kingasani Zone de Santé,1.0
810,201708,TwSa8zUu09Q,cycttnJlR4L,kn Kinshasa Province,kn Kimbanseke Zone de Santé,0.0
811,201708,TwSa8zUu09Q,gMhYDNcoZSe,kn Kinshasa Province,kn Mont Ngafula 2 Zone de Santé,0.0
812,201708,TwSa8zUu09Q,hL8oJfWHx3g,kn Kinshasa Province,kn Masina 2 Zone de Santé,2.0
813,201708,TwSa8zUu09Q,kyBo3gA8qoh,kn Kinshasa Province,kn Police Zone de Santé,0.0
814,201708,TwSa8zUu09Q,m0D9iUAjJ1G,kn Kinshasa Province,kn Nsele Zone de Santé,0.0
815,201708,TwSa8zUu09Q,m5B0okd0KaZ,kn Kinshasa Province,kn Binza Ozone Zone de Santé,0.0
816,201708,TwSa8zUu09Q,nbSOIch7Mbc,kn Kinshasa Province,kn Selembao Zone de Santé,1.0
817,201708,TwSa8zUu09Q,nq4LAyXUm8a,kn Kinshasa Province,kn Maluku 2 Zone de Santé,0.0
818,201708,TwSa8zUu09Q,oeP2sQLMCuy,kn Kinshasa Province,kn Kintambo Zone de Santé,1.0
819,201708,TwSa8zUu09Q,qbe5m6fVfMT,kn Kinshasa Province,kn Lingwala Zone de Santé,1.0
820,201708,TwSa8zUu09Q,rK2ODHilbAP,kn Kinshasa Province,kn Ndjili Zone de Santé,0.0
821,201708,TwSa8zUu09Q,sZ2goXLKmQX,kn Kinshasa Province,kn Bumbu Zone de Santé,2.0
822,201708,TwSa8zUu09Q,tCLXgZBBLQ0,kn Kinshasa Province,kn Lemba Zone de Santé,0.0
823,201708,TwSa8zUu09Q,tkbMhp2kIT2,kn Kinshasa Province,kn Maluku 1 Zone de Santé,3.0
824,201708,TwSa8zUu09Q,ubl3NORPhsC,kn Kinshasa Province,kn Mont Ngafula 1 Zone de Santé,1.0
825,201708,TwSa8zUu09Q,uw3SOxNTDP4,kn Kinshasa Province,kn Barumbu Zone de Santé,1.0
826,201708,TwSa8zUu09Q,vvrhCzWzc0J,kn Kinshasa Province,kn Ngaba Zone de Santé,0.0
827,201708,TwSa8zUu09Q,wTaqhPcijDM,kn Kinshasa Province,kn Kikimi Zone de Santé,2.0
828,201708,TwSa8zUu09Q,xZy8t34pvs6,kn Kinshasa Province,kn Kinshasa Zone de Santé,4.0
829,201708,an1cK6GbbVw,HDHPGpYow9n,lm Lomami Province,lm Kalonda Est Zone de Santé,2.0
830,201708,an1cK6GbbVw,S7r6j8vvjBa,lm Lomami Province,lm Kabinda Zone de Santé,0.0
831,201708,an1cK6GbbVw,yft32K4WOYZ,lm Lomami Province,lm Mweneditu Zone de Santé,0.0
832,201708,dJ3v8xc6ZIK,cw1CZyDiPyA,ll Lualaba Province,ll Bunkeya Zone de Santé,5.0
833,201708,dJ3v8xc6ZIK,eWGgthNBOZ8,ll Lualaba Province,ll Fungurume Zone de Santé,6.0
834,201708,dJ3v8xc6ZIK,goYHUDWT3jn,ll Lualaba Province,ll Lubudi Zone de Santé,4.0
835,201708,dJ3v8xc6ZIK,kiFDojGFG3x,ll Lualaba Province,ll Kasaji Zone de Santé,0.0
836,201708,dJ3v8xc6ZIK,mSQE0BqfXOy,ll Lualaba Province,ll Dilala Zone de Santé,1.0
837,201708,dJ3v8xc6ZIK,uFV6BUpJi7E,ll Lualaba Province,ll Lualaba Zone de Santé,6.0
838,201708,dJ3v8xc6ZIK,xMdqjEKgZLw,ll Lualaba Province,ll Manika Zone de Santé,3.0
839,201708,dJ3v8xc6ZIK,yAdgorGUtcE,ll Lualaba Province,ll Kanzenze Zone de Santé,5.0
840,201708,dKdrd8HqZWz,ADqfcJ05GHD,kc Kongo Central Province,kc Kitona Zone de Santé,0.0
841,201708,dKdrd8HqZWz,DD5m0lzETfF,kc Kongo Central Province,kc Inga Zone de Santé,0.0
842,201708,dKdrd8HqZWz,DaXi5vRLqh3,kc Kongo Central Province,kc Luozi Zone de Santé,0.0
843,201708,dKdrd8HqZWz,F1WHo6oyNag,kc Kongo Central Province,kc Kinkonzi Zone de Santé,3.0
844,201708,dKdrd8HqZWz,ZRDAZVZ4HMV,kc Kongo Central Province,kc Vaku Zone de Santé,12.0
845,201708,dKdrd8HqZWz,ZSbsXl7Zsf8,kc Kongo Central Province,kc Kimvula Zone de Santé,0.0
846,201708,dKdrd8HqZWz,bV04pTUIL8A,kc Kongo Central Province,kc Kangu Zone de Santé,2.0
847,201708,dKdrd8HqZWz,fWrUdkX9JEv,kc Kongo Central Province,kc Seke Banza Zone de Santé,5.0
848,201708,dKdrd8HqZWz,yb4Q3Xo1EUo,kc Kongo Central Province,kc Massa Zone de Santé,0.0
849,201708,fEKDiQIuqeE,T0YXktZkPCF,hl Haut Lomami Province,hl Kamina Zone de Santé,4.0
850,201708,fEKDiQIuqeE,hdDyVXgN46J,hl Haut Lomami Province,hl Mulongo Zone de Santé,0.0
851,201708,fgHCmGhaP2X,FvSLntNvpao,ke Kasai Oriental Province,ke Lubilanji Zone de Santé,2.0
852,201708,fgHCmGhaP2X,Z5I1TvCKVcG,ke Kasai Oriental Province,ke Dibindi Zone de Santé,3.0
853,201708,fgHCmGhaP2X,ZxyZ7L3ynso,ke Kasai Oriental Province,ke Bonzola Zone de Santé,2.0
854,201708,fgHCmGhaP2X,v4bwDhzBFks,ke Kasai Oriental Province,ke Mpokolo Zone de Santé,4.0
855,201708,hyvduSNKvfe,QmaankDWQSm,tn Tanganyika Province,tn Kabalo Zone de Santé,0.0
856,201708,hyvduSNKvfe,W7IdWpJnPra,tn Tanganyika Province,tn Mbulula Zone de Santé,2.0
857,201708,hyvduSNKvfe,dj29qACRqOf,tn Tanganyika Province,tn Kansimba Zone de Santé,2.0
858,201708,hyvduSNKvfe,rDRhOPd3q1u,tn Tanganyika Province,tn Kongolo Zone de Santé,3.0
859,201708,krWZMdwGDIf,Xol9qIrf1Gi,mg Mongala Province,mg Lisala Zone de Santé,1.0
860,201708,mnOXJ2Oa5U7,Al5GBxzCgMe,tp Tshopo Province,tp Kabondo Zone de Santé,1.0
861,201708,mnOXJ2Oa5U7,D4KWg03yZrX,tp Tshopo Province,tp Yabaondo Zone de Santé,0.0
862,201708,mnOXJ2Oa5U7,I9d1F9TGn33,tp Tshopo Province,tp Lubunga Zone de Santé,7.0
863,201708,mnOXJ2Oa5U7,IQjyCunMvUt,tp Tshopo Province,tp Yakusu Zone de Santé,0.0
864,201708,mnOXJ2Oa5U7,SxrrguFFktT,tp Tshopo Province,tp Basoko Zone de Santé,0.0
865,201708,mnOXJ2Oa5U7,ThkZT6koPKj,tp Tshopo Province,tp Ubundu Zone de Santé,3.0
866,201708,mnOXJ2Oa5U7,WxBLTUjeyfB,tp Tshopo Province,tp Banalia Zone de Santé,0.0
867,201708,mnOXJ2Oa5U7,ZHIrX4z487c,tp Tshopo Province,tp Makiso Kisangani Zone de Santé,5.0
868,201708,mnOXJ2Oa5U7,dtBcztLoZpn,tp Tshopo Province,tp Isangi Zone de Santé,1.0
869,201708,mnOXJ2Oa5U7,dxiEfVDsieA,tp Tshopo Province,tp Bengamisa Zone de Santé,2.0
870,201708,mnOXJ2Oa5U7,pLBZiohnxFC,tp Tshopo Province,tp Bafwasende Zone de Santé,2.0
871,201708,mnOXJ2Oa5U7,wOWB7WbNuSN,tp Tshopo Province,tp Mangobo Zone de Santé,3.0
872,201708,mnOXJ2Oa5U7,yS5rrhCjubi,tp Tshopo Province,tp Basali Zone de Santé,0.0
873,201708,rWrCdr321Qu,ebKZ38Ejpb5,bu Bas Uele Province,bu Bondo Zone de Santé,1.0
874,201708,rWrCdr321Qu,rLPkZegjzaS,bu Bas Uele Province,bu Ango Zone de Santé,2.0
875,201708,u0vP3ZicczY,GcP2B8nmUVo,md Maindombe Province,md Bokoro Zone de Santé,10.0
876,201708,u0vP3ZicczY,MiaMAqYujLY,md Maindombe Province,md Bolobo Zone de Santé,2.0
877,201708,u0vP3ZicczY,PIT5UiywHIa,md Maindombe Province,md Inongo Zone de Santé,2.0
878,201708,u0vP3ZicczY,VOwZTRAt0Ak,md Maindombe Province,md Yumbi Zone de Santé,1.0
879,201708,u0vP3ZicczY,j89PZlq83OT,md Maindombe Province,md Nioki Zone de Santé,9.0
880,201708,uyuwe6bqphf,BsSB1PA58Qp,mn Maniema Province,mn Obokote Zone de Santé,2.0
881,201708,uyuwe6bqphf,EyMlz2Qvcmt,mn Maniema Province,mn Punia Zone de Santé,1.0
882,201708,uyuwe6bqphf,HtQZ7yf79SN,mn Maniema Province,mn Lubutu Zone de Santé,3.0
883,201708,wy1lwIP18SL,EGoMVOvVUAp,hu Haut Uele Province,hu Rungu Zone de Santé,6.0
884,201708,wy1lwIP18SL,H0UZDpNtJ17,hu Haut Uele Province,hu Faradje Zone de Santé,3.0
885,201708,wy1lwIP18SL,ZxQY9szHMx5,hu Haut Uele Province,hu Pawa Zone de Santé,0.0
886,201708,wy1lwIP18SL,mS2mByLHkzL,hu Haut Uele Province,hu Watsa Zone de Santé,2.0
887,201708,wy1lwIP18SL,qwBasnNFRFW,hu Haut Uele Province,hu Boma Mangbetu Zone de Santé,2.0
888,201708,wy1lwIP18SL,yNXb6VSdyPw,hu Haut Uele Province,hu Makoro Zone de Santé,1.0
889,201708,ym2K6YcSNl9,Uyz1XxXNBKB,tu Tshuapa Province,tu Boende Zone de Santé,2.0
890,201709,BmKjwqc6BEw,e6Wpbl5nqcD,kl Kwilu Province,kl Bulungu Zone de Santé,6.0
891,201709,BmKjwqc6BEw,fXTBfVcge4w,kl Kwilu Province,kl Vanga Zone de Santé,0.0
892,201709,F9w3VW1cQmb,BdGu22qs6aS,hk Haut Katanga Province,hk Tshamilemba Zone de Santé,0.0
893,201709,F9w3VW1cQmb,CSwaGvyMS6Z,hk Haut Katanga Province,hk Sakania Zone de Santé,1.0
894,201709,F9w3VW1cQmb,EofZhh5yYMG,hk Haut Katanga Province,hk Panda Zone de Santé,3.0
895,201709,F9w3VW1cQmb,GpdRlogsSiE,hk Haut Katanga Province,hk Kafubu Zone de Santé,3.0
896,201709,F9w3VW1cQmb,H8vCqAKUlyX,hk Haut Katanga Province,hk Lubumbashi Zone de Santé,1.0
897,201709,F9w3VW1cQmb,IOin37HS2Wz,hk Haut Katanga Province,hk Kenya Zone de Santé,1.0
898,201709,F9w3VW1cQmb,NR5cDy2jhiJ,hk Haut Katanga Province,hk Kambove Zone de Santé,4.0
899,201709,F9w3VW1cQmb,OcTqzK4K1RV,hk Haut Katanga Province,hk Kashobwe Zone de Santé,2.0
900,201709,F9w3VW1cQmb,Q22qlkhPQDO,hk Haut Katanga Province,hk Kikula Zone de Santé,0.0
901,201709,F9w3VW1cQmb,QA2FRWLQqWE,hk Haut Katanga Province,hk Kisanga Zone de Santé,1.0
902,201709,F9w3VW1cQmb,QteKQ66ixqO,hk Haut Katanga Province,hk Mumbunda Zone de Santé,0.0
903,201709,F9w3VW1cQmb,Vue5tcMpaGh,hk Haut Katanga Province,hk Kasenga Zone de Santé,3.0
904,201709,F9w3VW1cQmb,YFSLTwHFlOk,hk Haut Katanga Province,hk Ruashi Zone de Santé,1.0
905,201709,F9w3VW1cQmb,ZMH0kkBQFs9,hk Haut Katanga Province,hk Kipushi Zone de Santé,4.0
906,201709,F9w3VW1cQmb,bAFJ18IAf2S,hk Haut Katanga Province,hk Kapolowe Zone de Santé,1.0
907,201709,F9w3VW1cQmb,fdlN13eHB5u,hk Haut Katanga Province,hk Pweto Zone de Santé,11.0
908,201709,F9w3VW1cQmb,iHmCGdXARXG,hk Haut Katanga Province,hk Kilwa Zone de Santé,4.0
909,201709,F9w3VW1cQmb,nhdQUgOeBQU,hk Haut Katanga Province,hk Katuba Zone de Santé,0.0
910,201709,F9w3VW1cQmb,qzQdkny6PZ4,hk Haut Katanga Province,hk Mufunga Sampwe Zone de Santé,3.0
911,201709,F9w3VW1cQmb,sAsXOxkBdrE,hk Haut Katanga Province,hk Kowe Zone de Santé,0.0
912,201709,F9w3VW1cQmb,uIuYpiQm6m8,hk Haut Katanga Province,hk Vangu Zone de Santé,2.0
913,201709,F9w3VW1cQmb,uocpzPZHiEo,hk Haut Katanga Province,hk Kamalondo Zone de Santé,1.0
914,201709,F9w3VW1cQmb,zMfBT8xVQeH,hk Haut Katanga Province,hk Kampemba Zone de Santé,2.0
915,201709,GnLX8MNgxZw,Bxi65HPz420,sk Sud Kivu Province,sk Idjwi Zone de Santé,5.0
916,201709,GnLX8MNgxZw,JzBIOZSJfmJ,sk Sud Kivu Province,sk Mubumbano Zone de Santé,2.0
917,201709,GnLX8MNgxZw,aOghManYK5E,sk Sud Kivu Province,sk Bagira Zone de Santé,5.0
918,201709,GnLX8MNgxZw,cXkCT53xxfk,sk Sud Kivu Province,sk Miti Murhesa Zone de Santé,2.0
919,201709,GnLX8MNgxZw,euP5fSU9vky,sk Sud Kivu Province,sk Kalole Zone de Santé,0.0
920,201709,GnLX8MNgxZw,nfYQfVxJRyJ,sk Sud Kivu Province,sk Mwana Zone de Santé,1.0
921,201709,GnLX8MNgxZw,sai4xbqW0CL,sk Sud Kivu Province,sk Nyangezi Zone de Santé,3.0
922,201709,GnLX8MNgxZw,zqUe1DuDMxH,sk Sud Kivu Province,sk Kabare Zone de Santé,1.0
923,201709,I8CuQpdBQfP,HYPBUncgldT,kr Kasai Central Province,kr Bena Leka Zone de Santé,0.0
924,201709,I8CuQpdBQfP,ZIEdn6Pptv7,kr Kasai Central Province,kr Lubondaie Zone de Santé,1.0
925,201709,I8CuQpdBQfP,csMZZqDFCvW,kr Kasai Central Province,kr Mikalayi Zone de Santé,0.0
926,201709,I8CuQpdBQfP,dwBRSfVBpk6,kr Kasai Central Province,kr Katoka Zone de Santé,9.0
927,201709,I8CuQpdBQfP,hi9gSpIVzai,kr Kasai Central Province,kr Masuika Zone de Santé,1.0
928,201709,I8CuQpdBQfP,k3UBz1nclY7,kr Kasai Central Province,kr Tshikula Zone de Santé,2.0
929,201709,I8CuQpdBQfP,m2DHxGhogWK,kr Kasai Central Province,kr Kananga Zone de Santé,6.0
930,201709,I8CuQpdBQfP,wq3tWiKJkNr,kr Kasai Central Province,kr Ndesha Zone de Santé,6.0
931,201709,JkIljbLc4Ny,ArdlF8PnpYL,su Sud Ubangi Province,su Libenge Zone de Santé,10.0
932,201709,JkIljbLc4Ny,F2sZHvPlln6,su Sud Ubangi Province,su Gemena Zone de Santé,0.0
933,201709,JkIljbLc4Ny,QNFYEQrW7Dy,su Sud Ubangi Province,su Zongo Zone de Santé,5.0
934,201709,JkIljbLc4Ny,hlvN8zeyDZz,su Sud Ubangi Province,su Bwamanda Zone de Santé,1.0
935,201709,JkIljbLc4Ny,izt3XGlBrmK,su Sud Ubangi Province,su Bokonzi Zone de Santé,1.0
936,201709,PvtAI4RUMkr,Kl436vOuc9s,kg Kwango Province,kg Panzi Zone de Santé,9.0
937,201709,PvtAI4RUMkr,c66ur6Nda04,kg Kwango Province,kg Kitenda Zone de Santé,0.0
938,201709,PvtAI4RUMkr,ni4XTmpzmVX,kg Kwango Province,kg Kisanji Zone de Santé,9.0
939,201709,PvtAI4RUMkr,vyNZCFIed9O,kg Kwango Province,kg Feshi Zone de Santé,0.0
940,201709,Q4cbnIAo10f,ApdB8z3Wrxt,it Ituri Province,it Damas Zone de Santé,0.0
941,201709,Q4cbnIAo10f,CLboGR4F3lj,it Ituri Province,it Adja Zone de Santé,1.0
942,201709,Q4cbnIAo10f,OIhgsXcZf6x,it Ituri Province,it Drodro Zone de Santé,1.0
943,201709,Q4cbnIAo10f,RjHZChl5gJQ,it Ituri Province,it Mambasa Zone de Santé,0.0
944,201709,Q4cbnIAo10f,nv8tx681Gjd,it Ituri Province,it Mongbwalu Zone de Santé,4.0
945,201709,Q4cbnIAo10f,xGWcGHazqtw,it Ituri Province,it Lita Zone de Santé,1.0
946,201709,TwSa8zUu09Q,Ab6jrKWO5EZ,kn Kinshasa Province,kn Kokolo Zone de Santé,1.0
